09:53:42.880 | Info | '/api/user/login' | 
09:53:43.623 | Info | '/transaction/getuserpermissions' | 
09:53:43.627 | Info | '/transaction/myprofile' | 
09:53:43.637 | Info | '/transaction/getuserpermissions' | 
09:53:43.727 | Info | '/transaction/myprofile' | 
09:53:43.735 | Info | '/transaction/myprofile' | 
09:53:43.753 | Info | '/transaction/myprofile' | 
10:34:54.504 | Info | '/transaction/getagentrequests' | 
10:34:54.516 | Info | '/transaction/getagentrequests' | 
10:35:28.755 | Info | '/transaction/getchannel' | 
10:35:28.770 | Info | '/transaction/getcenters' | 
10:35:28.773 | Info | '/transaction/getuserroles' | 
10:35:28.778 | Info | '/transaction/getusers' | 
10:35:28.782 | Info | '/transaction/getchannel' | 
10:35:28.796 | Info | '/transaction/getuserroles' | 
10:35:28.793 | Info | '/transaction/getusers' | 
10:35:28.787 | Info | '/transaction/getcenters' | 
10:37:07.772 | Info | '/transaction/getagentrequests' | 
10:37:07.788 | Info | '/transaction/getagentrequests' | 
10:47:40.056 | Info | '/transaction/getchannel' | 
10:47:40.059 | Info | '/transaction/getcenters' | 
10:47:40.062 | Info | '/transaction/getuserroles' | 
10:47:40.080 | Info | '/transaction/getcenters' | 
10:47:40.083 | Info | '/transaction/getuserroles' | 
10:47:40.092 | Info | '/transaction/getusers' | 
10:47:40.073 | Info | '/transaction/getchannel' | 
10:47:40.076 | Info | '/transaction/getusers' | 
10:47:50.295 | Info | '/transaction/getchannel' | 
10:47:50.300 | Info | '/transaction/getchannel' | 
10:47:53.897 | Info | '/transaction/getpermissions' | 
10:47:53.900 | Info | '/transaction/getuserroles' | 
10:47:53.906 | Info | '/transaction/getuserroles' | 
10:47:53.908 | Info | '/transaction/getpermissions' | 
10:47:54.158 | Info | '/transaction/getchannel' | 
10:47:54.166 | Info | '/transaction/getuserroles' | 
10:47:54.171 | Info | '/transaction/getcenters' | 
10:47:54.173 | Info | '/transaction/getusers' | 
10:47:54.186 | Info | '/transaction/getchannel' | 
10:47:54.191 | Info | '/transaction/getuserroles' | 
10:47:54.196 | Info | '/transaction/getusers' | 
10:47:54.193 | Info | '/transaction/getcenters' | 
11:17:47.551 | Info | '/transaction/getagentrequests' | 
11:17:47.561 | Info | '/transaction/getagentrequests' | 
11:17:49.309 | Info | '/transaction/myprofile' | 
11:17:49.325 | Info | '/transaction/myprofile' | 
11:17:49.333 | Info | '/transaction/myprofile' | 
11:17:49.340 | Info | '/transaction/myprofile' | 
12:03:53.575 | Info | '/transaction/getchannel' | 
12:03:53.577 | Info | '/transaction/getuserroles' | 
12:03:53.613 | Info | '/transaction/getchannel' | 
12:03:53.615 | Info | '/transaction/getcenters' | 
12:03:53.617 | Info | '/transaction/getuserroles' | 
12:03:53.619 | Info | '/transaction/getusers' | 
12:03:53.580 | Info | '/transaction/getusers' | 
12:03:53.625 | Info | '/transaction/getcenters' | 
12:03:54.106 | Info | '/transaction/getuserroles' | 
12:03:54.127 | Info | '/transaction/getpermissions' | 
12:03:54.132 | Info | '/transaction/getpermissions' | 
12:03:54.162 | Info | '/transaction/getuserroles' | 
12:03:54.494 | Info | '/transaction/getcenters' | 
12:03:54.499 | Info | '/transaction/getcenters' | 
12:03:55.027 | Info | '/transaction/getchannel' | 
12:03:55.032 | Info | '/transaction/getchannel' | 
12:03:56.021 | Info | '/transaction/getchannel' | 
12:03:56.023 | Info | '/transaction/getcenters' | 
12:03:56.025 | Info | '/transaction/getuserroles' | 
12:03:56.028 | Info | '/transaction/getusers' | 
12:03:56.035 | Info | '/transaction/getchannel' | 
12:03:56.036 | Info | '/transaction/getcenters' | 
12:03:56.038 | Info | '/transaction/getuserroles' | 
12:03:56.040 | Info | '/transaction/getusers' | 
12:03:57.568 | Info | '/transaction/getagentrequests' | 
12:03:57.573 | Info | '/transaction/getagentrequests' | 
12:14:52.221 | Info | '/transaction/getuserpermissions' | 
12:14:52.225 | Info | '/transaction/getuserpermissions' | 
12:14:56.190 | Info | '/api/user/login' | 
12:14:57.200 | Info | '/transaction/getuserpermissions' | 
12:14:57.360 | Info | '/transaction/myprofile' | 
12:14:57.367 | Info | '/transaction/getuserpermissions' | 
12:14:57.445 | Info | '/transaction/myprofile' | 
12:14:57.458 | Info | '/transaction/myprofile' | 
12:14:57.468 | Info | '/transaction/myprofile' | 
12:14:59.456 | Info | '/transaction/getagentrequests' | 
12:14:59.460 | Info | '/transaction/getagentrequests' | 
12:15:38.443 | Info | '/transaction/getuserpermissions' | 
12:15:38.448 | Info | '/transaction/getuserpermissions' | 
12:15:42.873 | Info | '/api/user/login' | 
12:15:42.986 | Info | '/transaction/getuserpermissions' | 
12:15:42.995 | Info | '/transaction/getuserpermissions' | 
12:15:43.003 | Info | '/transaction/myprofile' | 
12:15:43.013 | Info | '/transaction/myprofile' | 
12:15:43.057 | Info | '/transaction/myprofile' | 
12:15:43.067 | Info | '/transaction/myprofile' | 
12:15:46.225 | Info | '/transaction/getagentrequests' | 
12:15:46.229 | Info | '/transaction/getagentrequests' | 
12:15:54.739 | Info | '/transaction/getuserpermissions' | 
12:15:54.744 | Info | '/transaction/getuserpermissions' | 
12:16:01.106 | Info | '/api/user/login' | 
12:16:01.218 | Info | '/transaction/getuserpermissions' | 
12:16:01.234 | Info | '/transaction/myprofile' | 
12:16:01.235 | Info | '/transaction/getuserpermissions' | 
12:16:01.466 | Info | '/transaction/myprofile' | 
12:16:01.473 | Info | '/transaction/myprofile' | 
12:16:01.478 | Info | '/transaction/myprofile' | 
12:16:03.938 | Info | '/transaction/getagentrequests' | 
12:16:03.942 | Info | '/transaction/getagentrequests' | 
12:17:24.835 | Info | '/transaction/getuserpermissions' | 
12:17:24.839 | Info | '/transaction/getuserpermissions' | 
12:17:45.369 | Info | '/api/user/login' | 
12:17:45.561 | Info | '/transaction/getuserpermissions' | 
12:17:45.574 | Info | '/transaction/myprofile' | 
12:17:45.576 | Info | '/transaction/getuserpermissions' | 
12:17:45.587 | Info | '/transaction/myprofile' | 
12:17:45.597 | Info | '/transaction/myprofile' | 
12:17:45.603 | Info | '/transaction/myprofile' | 
12:17:48.249 | Info | '/transaction/getagentrequests' | 
12:17:48.256 | Info | '/transaction/getagentrequests' | 
12:18:04.423 | Info | '/transaction/getuserpermissions' | 
12:18:04.429 | Info | '/transaction/getuserpermissions' | 
12:18:07.919 | Info | '/api/user/login' | 
12:18:08.066 | Info | '/transaction/getuserpermissions' | 
12:18:08.081 | Info | '/transaction/myprofile' | 
12:18:08.084 | Info | '/transaction/getuserpermissions' | 
12:18:08.102 | Info | '/transaction/myprofile' | 
12:18:08.123 | Info | '/transaction/myprofile' | 
12:18:08.129 | Info | '/transaction/myprofile' | 
12:18:17.288 | Info | '/transaction/getagentrequests' | 
12:18:17.298 | Info | '/transaction/getagentrequests' | 
12:27:22.694 | Info | '/transaction/getuserpermissions' | 
12:27:22.699 | Info | '/transaction/getuserpermissions' | 
12:27:26.947 | Info | '/api/user/login' | 
12:27:27.089 | Info | '/transaction/getuserpermissions' | 
12:27:27.100 | Info | '/transaction/getuserpermissions' | 
12:27:27.106 | Info | '/transaction/myprofile' | 
12:27:27.120 | Info | '/transaction/myprofile' | 
12:27:27.127 | Info | '/transaction/myprofile' | 
12:27:27.133 | Info | '/transaction/myprofile' | 
12:27:28.890 | Info | '/transaction/getagentrequests' | 
12:27:28.895 | Info | '/transaction/getagentrequests' | 
12:55:30.517 | Info | '/transaction/getuserpermissions' | 
12:55:30.521 | Info | '/transaction/getuserpermissions' | 
13:00:10.382 | Info | '/api/user/login' | 
13:00:10.613 | Info | '/transaction/getuserpermissions' | 
13:00:10.625 | Info | '/transaction/getuserpermissions' | 
13:00:10.653 | Info | '/transaction/myprofile' | 
13:00:10.724 | Info | '/transaction/myprofile' | 
13:00:10.728 | Info | '/transaction/myprofile' | 
13:00:10.741 | Info | '/transaction/myprofile' | 
13:00:12.355 | Info | '/transaction/getagentrequests' | 
13:00:12.433 | Info | '/transaction/getagentrequests' | 
13:00:12.438 | Info | '/transaction/getagentrequests' | 
13:00:12.443 | Info | '/transaction/getagentrequests' | 
13:01:25.276 | Info | '/transaction/getuserpermissions' | 
13:01:25.283 | Info | '/transaction/getuserpermissions' | 
13:01:28.087 | Info | '/api/user/login' | 
13:01:28.270 | Info | '/transaction/getuserpermissions' | 
13:01:28.338 | Info | '/transaction/myprofile' | 
13:01:28.346 | Info | '/transaction/getuserpermissions' | 
13:01:28.350 | Info | '/transaction/myprofile' | 
13:01:28.362 | Info | '/transaction/myprofile' | 
13:01:28.372 | Info | '/transaction/myprofile' | 
13:01:30.363 | Info | '/transaction/getagentrequests' | 
13:01:30.369 | Info | '/transaction/getagentrequests' | 
13:01:30.375 | Info | '/transaction/getagentrequests' | 
13:01:30.380 | Info | '/transaction/getagentrequests' | 
13:02:16.829 | Info | '/transaction/getuserpermissions' | 
13:02:16.835 | Info | '/transaction/getuserpermissions' | 
13:02:19.884 | Info | '/api/user/login' | 
13:02:20.027 | Info | '/transaction/getuserpermissions' | 
13:02:20.038 | Info | '/transaction/getuserpermissions' | 
13:02:20.050 | Info | '/transaction/myprofile' | 
13:02:20.058 | Info | '/transaction/myprofile' | 
13:02:20.065 | Info | '/transaction/myprofile' | 
13:02:20.077 | Info | '/transaction/myprofile' | 
13:02:21.907 | Info | '/transaction/getagentrequests' | 
13:02:21.912 | Info | '/transaction/getagentrequests' | 
13:02:21.918 | Info | '/transaction/getagentrequests' | 
13:02:21.925 | Info | '/transaction/getagentrequests' | 
13:03:11.171 | Info | '/transaction/getuserpermissions' | 
13:03:11.176 | Info | '/transaction/getuserpermissions' | 
13:03:14.607 | Info | '/api/user/login' | 
13:03:14.770 | Info | '/transaction/getuserpermissions' | 
13:03:14.788 | Info | '/transaction/getuserpermissions' | 
13:03:14.790 | Info | '/transaction/myprofile' | 
13:03:14.816 | Info | '/transaction/myprofile' | 
13:03:14.821 | Info | '/transaction/myprofile' | 
13:03:14.828 | Info | '/transaction/myprofile' | 
13:03:17.027 | Info | '/transaction/getagentrequests' | 
13:03:17.038 | Info | '/transaction/getagentrequests' | 
13:03:17.047 | Info | '/transaction/getagentrequests' | 
13:03:17.053 | Info | '/transaction/getagentrequests' | 
13:04:47.403 | Info | '/transaction/getuserpermissions' | 
13:04:47.407 | Info | '/transaction/getuserpermissions' | 
13:04:50.032 | Info | '/api/user/login' | 
13:04:50.164 | Info | '/transaction/getuserpermissions' | 
13:04:50.173 | Info | '/transaction/getuserpermissions' | 
13:04:50.182 | Info | '/transaction/myprofile' | 
13:04:50.189 | Info | '/transaction/myprofile' | 
13:04:50.199 | Info | '/transaction/myprofile' | 
13:04:50.206 | Info | '/transaction/myprofile' | 
13:04:51.784 | Info | '/transaction/getagentrequests' | 
13:04:51.790 | Info | '/transaction/getagentrequests' | 
13:04:51.796 | Info | '/transaction/getagentrequests' | 
13:04:51.804 | Info | '/transaction/getagentrequests' | 
13:05:54.283 | Info | '/transaction/getuserpermissions' | 
13:05:54.287 | Info | '/transaction/getuserpermissions' | 
13:05:57.489 | Info | '/api/user/login' | 
13:05:57.647 | Info | '/transaction/getuserpermissions' | 
13:05:57.661 | Info | '/transaction/getuserpermissions' | 
13:05:57.665 | Info | '/transaction/myprofile' | 
13:05:57.678 | Info | '/transaction/myprofile' | 
13:05:57.688 | Info | '/transaction/myprofile' | 
13:05:57.699 | Info | '/transaction/myprofile' | 
13:05:59.514 | Info | '/transaction/getagentrequests' | 
13:05:59.523 | Info | '/transaction/getagentrequests' | 
13:05:59.536 | Info | '/transaction/getagentrequests' | 
13:05:59.543 | Info | '/transaction/getagentrequests' | 
13:06:41.824 | Info | '/transaction/getuserpermissions' | 
13:06:41.830 | Info | '/transaction/getuserpermissions' | 
13:06:44.602 | Info | '/api/user/login' | 
13:06:44.780 | Info | '/transaction/getuserpermissions' | 
13:06:44.802 | Info | '/transaction/getuserpermissions' | 
13:06:44.805 | Info | '/transaction/myprofile' | 
13:06:44.834 | Info | '/transaction/myprofile' | 
13:06:44.839 | Info | '/transaction/myprofile' | 
13:06:44.845 | Info | '/transaction/myprofile' | 
13:06:46.675 | Info | '/transaction/getagentrequests' | 
13:06:46.682 | Info | '/transaction/getagentrequests' | 
13:06:46.689 | Info | '/transaction/getagentrequests' | 
13:06:46.695 | Info | '/transaction/getagentrequests' | 
13:13:04.479 | Info | '/transaction/getuserpermissions' | 
13:13:04.484 | Info | '/transaction/getuserpermissions' | 
13:13:06.971 | Info | '/api/user/login' | 
13:13:07.145 | Info | '/transaction/getuserpermissions' | 
13:13:07.157 | Info | '/transaction/myprofile' | 
13:13:07.160 | Info | '/transaction/getuserpermissions' | 
13:13:07.173 | Info | '/transaction/myprofile' | 
13:13:07.185 | Info | '/transaction/myprofile' | 
13:13:07.190 | Info | '/transaction/myprofile' | 
13:13:08.946 | Info | '/transaction/getagentrequests' | 
13:13:09.005 | Info | '/transaction/getagentrequests' | 
13:13:09.009 | Info | '/transaction/getagentrequests' | 
13:13:09.014 | Info | '/transaction/getagentrequests' | 
13:13:37.466 | Info | '/transaction/getuserpermissions' | 
13:13:37.471 | Info | '/transaction/getuserpermissions' | 
13:13:40.652 | Info | '/api/user/login' | 
13:13:40.786 | Info | '/transaction/getuserpermissions' | 
13:13:40.818 | Info | '/transaction/getuserpermissions' | 
13:13:40.820 | Info | '/transaction/myprofile' | 
13:13:40.834 | Info | '/transaction/myprofile' | 
13:13:40.843 | Info | '/transaction/myprofile' | 
13:13:40.855 | Info | '/transaction/myprofile' | 
13:13:42.703 | Info | '/transaction/getagentrequests' | 
13:13:42.710 | Info | '/transaction/getagentrequests' | 
13:13:42.718 | Info | '/transaction/getagentrequests' | 
13:13:42.728 | Info | '/transaction/getagentrequests' | 
13:14:20.080 | Info | '/transaction/getagentrequests' | 
13:14:20.084 | Info | '/transaction/getagentrequests' | 
13:14:36.316 | Info | '/transaction/getuserpermissions' | 
13:14:36.321 | Info | '/transaction/getuserpermissions' | 
13:14:40.854 | Info | '/api/user/login' | 
13:14:40.957 | Info | '/transaction/getuserpermissions' | 
13:14:40.968 | Info | '/transaction/getuserpermissions' | 
13:14:40.975 | Info | '/transaction/myprofile' | 
13:14:40.984 | Info | '/transaction/myprofile' | 
13:14:41.011 | Info | '/transaction/myprofile' | 
13:14:41.023 | Info | '/transaction/myprofile' | 
13:14:42.511 | Info | '/transaction/getagentrequests' | 
13:14:42.515 | Info | '/transaction/getagentrequests' | 
13:14:42.526 | Info | '/transaction/getagentrequests' | 
13:14:42.538 | Info | '/transaction/getagentrequests' | 
13:15:01.589 | Info | '/transaction/getuserpermissions' | 
13:15:01.594 | Info | '/transaction/getuserpermissions' | 
13:15:04.181 | Info | '/api/user/login' | 
13:15:04.274 | Info | '/transaction/getuserpermissions' | 
13:15:04.282 | Info | '/transaction/getuserpermissions' | 
13:15:04.298 | Info | '/transaction/myprofile' | 
13:15:04.306 | Info | '/transaction/myprofile' | 
13:15:04.317 | Info | '/transaction/myprofile' | 
13:15:04.323 | Info | '/transaction/myprofile' | 
13:15:06.338 | Info | '/transaction/getagentrequests' | 
13:15:06.342 | Info | '/transaction/getagentrequests' | 
13:15:06.348 | Info | '/transaction/getagentrequests' | 
13:15:06.354 | Info | '/transaction/getagentrequests' | 
13:45:11.295 | Info | '/api/user/login' | 
13:45:11.513 | Info | '/transaction/getuserpermissions' | 
13:45:11.517 | Info | '/transaction/myprofile' | 
13:45:11.536 | Info | '/transaction/myprofile' | 
13:45:11.538 | Info | '/transaction/getuserpermissions' | 
13:45:11.546 | Info | '/transaction/myprofile' | 
13:45:11.558 | Info | '/transaction/myprofile' | 
13:45:14.732 | Info | '/transaction/getagentrequests' | 
13:45:14.736 | Info | '/transaction/getagentrequests' | 
13:45:44.007 | Info | '/api/user/login' | 
13:45:44.152 | Info | '/transaction/getuserpermissions' | 
13:45:44.165 | Info | '/transaction/getuserpermissions' | 
13:45:44.170 | Info | '/transaction/myprofile' | 
13:45:44.178 | Info | '/transaction/myprofile' | 
13:45:44.188 | Info | '/transaction/myprofile' | 
13:45:44.199 | Info | '/transaction/myprofile' | 
13:45:45.648 | Info | '/transaction/getagentrequests' | 
13:45:45.654 | Info | '/transaction/getagentrequests' | 
13:47:12.293 | Info | '/api/user/login' | 
13:47:12.530 | Info | '/transaction/getuserpermissions' | 
13:47:12.534 | Info | '/transaction/myprofile' | 
13:47:12.547 | Info | '/transaction/getuserpermissions' | 
13:47:12.555 | Info | '/transaction/myprofile' | 
13:47:12.566 | Info | '/transaction/myprofile' | 
13:47:12.572 | Info | '/transaction/myprofile' | 
13:47:14.782 | Info | '/transaction/getagentrequests' | 
13:47:14.793 | Info | '/transaction/getagentrequests' | 
13:47:29.640 | Info | '/transaction/myprofile' | 
13:47:29.648 | Info | '/transaction/myprofile' | 
13:47:29.656 | Info | '/transaction/myprofile' | 
13:47:29.660 | Info | '/transaction/myprofile' | 
13:47:35.430 | Info | '/api/user/login' | 
13:47:35.566 | Info | '/transaction/getuserpermissions' | 
13:47:35.573 | Info | '/transaction/myprofile' | 
13:47:35.576 | Info | '/transaction/getuserpermissions' | 
13:47:35.599 | Info | '/transaction/myprofile' | 
13:47:35.610 | Info | '/transaction/myprofile' | 
13:47:35.615 | Info | '/transaction/myprofile' | 
13:47:38.207 | Info | '/transaction/getagentrequests' | 
13:47:38.213 | Info | '/transaction/getagentrequests' | 
13:48:46.552 | Info | '/api/user/login' | 
13:48:46.693 | Info | '/transaction/getuserpermissions' | 
13:48:46.766 | Info | '/transaction/myprofile' | 
13:48:46.797 | Info | '/transaction/getuserpermissions' | 
13:48:46.835 | Info | '/transaction/myprofile' | 
13:48:46.847 | Info | '/transaction/myprofile' | 
13:48:46.855 | Info | '/transaction/myprofile' | 
13:48:48.191 | Info | '/transaction/getagentrequests' | 
13:48:48.200 | Info | '/transaction/getagentrequests' | 
13:49:07.164 | Info | '/api/user/login' | 
13:49:07.364 | Info | '/transaction/getuserpermissions' | 
13:49:07.381 | Info | '/transaction/myprofile' | 
13:49:07.385 | Info | '/transaction/getuserpermissions' | 
13:49:07.425 | Info | '/transaction/myprofile' | 
13:49:07.439 | Info | '/transaction/myprofile' | 
13:49:07.443 | Info | '/transaction/myprofile' | 
13:49:08.861 | Info | '/transaction/getagentrequests' | 
13:49:08.868 | Info | '/transaction/getagentrequests' | 
13:50:00.756 | Info | '/transaction/getuserpermissions' | 
13:50:00.766 | Info | '/transaction/getuserpermissions' | 
13:50:00.769 | Info | '/transaction/getagentrequests' | 
13:50:00.774 | Info | '/transaction/getagentrequests' | 
13:50:00.786 | Info | '/transaction/getagentrequests' | 
13:50:00.792 | Info | '/transaction/getagentrequests' | 
13:50:08.217 | Info | '/transaction/getuserpermissions' | 
13:50:08.224 | Info | '/transaction/getuserpermissions' | 
